trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@repeat,event:adaptation_action@shorten,event:adaptation_action@skip,event:resource,event:trace_id,event:@@case_index,event:@@index,event:start_weekday,event:duration,succession:concept:name@A#A,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@I#I,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
143,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,227,143,1139,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,228,144,1149,4,20.0,0,1,1,1,1,0,1,1,1,1,1,180.0,insert
145,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,229,145,1157,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
146,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,23,146,1165,1,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
147,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,230,147,1172,4,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
148,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,231,148,1180,4,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
149,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,232,149,1188,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
150,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,233,150,1196,4,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
151,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,234,151,1206,4,0.0,1,1,1,1,1,0,1,1,0,0,1,210.0,repeat
152,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,235,152,1213,0,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
153,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,236,153,1220,0,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
154,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,237,154,1227,0,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
155,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,238,155,1234,4,0.0,0,1,1,1,0,1,0,1,0,0,1,4050.0,skip
156,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,239,156,1242,4,0.0,0,1,1,1,1,0,1,1,0,0,1,4000.0,skip
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,24,157,1252,1,20.0,0,1,1,1,1,0,1,1,1,1,1,4050.0,skip
158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,240,158,1262,4,20.0,0,1,1,1,1,0,1,1,1,1,1,260.0,skip
159,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,241,159,1270,0,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
160,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,242,160,1277,0,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
161,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,243,161,1285,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
162,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,244,162,1293,0,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
163,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,245,163,1301,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
164,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,246,164,1311,0,0.0,1,1,1,1,1,0,1,1,0,0,1,200.0,no-action
165,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,247,165,1319,0,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
166,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,248,166,1327,0,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
167,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,249,167,1335,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
168,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,25,168,1343,1,0.0,0,1,1,1,1,0,1,1,0,0,1,180.0,insert
169,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,250,169,1350,0,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
170,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,251,170,1357,1,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
171,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,252,171,1364,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1210.0,skip
172,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,253,172,1371,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1160.0,skip
173,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,254,173,1378,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1170.0,skip
174,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,255,174,1386,0,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
175,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,256,175,1394,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
176,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,257,176,1402,1,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,258,177,1412,1,0.0,1,1,1,1,1,0,1,1,0,0,1,250.0,shorten
178,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,259,178,1420,1,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
179,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,26,179,1427,1,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
180,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,260,180,1435,1,0.0,0,1,1,1,1,0,1,1,0,0,1,180.0,insert
181,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,261,181,1443,1,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
182,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,262,182,1450,1,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
183,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,263,183,1458,1,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,264,184,1468,1,20.0,0,1,1,1,1,0,1,1,1,1,1,200.0,no-action
185,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,265,185,1476,1,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
186,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,266,186,1483,1,0.0,0,1,1,1,0,1,0,1,0,0,1,240.0,repeat
187,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,267,187,1490,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1170.0,skip
188,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,268,188,1497,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1160.0,skip
189,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,269,189,1504,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1210.0,skip
190,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,27,190,1511,2,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
191,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,270,191,1521,1,0.0,1,1,1,1,1,0,1,1,0,0,1,210.0,repeat
192,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,271,192,1529,1,0.0,0,1,1,1,1,0,1,1,0,0,1,180.0,insert
193,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,272,193,1537,1,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
194,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,273,194,1545,2,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
195,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,274,195,1552,2,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
196,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,275,196,1560,2,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,276,197,1570,2,20.0,0,1,1,1,1,0,1,1,1,1,1,210.0,repeat
198,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,277,198,1578,2,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
199,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,278,199,1585,2,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
200,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,279,200,1593,2,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
201,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,28,201,1600,2,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
202,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,280,202,1608,2,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
203,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,281,203,1616,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1170.0,skip
204,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,282,204,1626,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1120.0,skip
205,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,283,205,1633,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1170.0,skip
206,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,284,206,1640,3,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
207,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,285,207,1647,3,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
208,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,286,208,1654,2,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
209,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,287,209,1662,2,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,288,210,1672,2,20.0,0,1,1,1,1,0,1,1,1,1,1,240.0,repeat
211,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,289,211,1680,3,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
212,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,29,212,1687,2,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
213,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,290,213,1694,3,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
214,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,291,214,1702,3,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
215,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,292,215,1710,3,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
216,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,293,216,1718,3,0.0,0,1,1,1,1,0,1,1,0,0,1,180.0,insert
217,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,294,217,1728,3,0.0,1,1,1,1,1,0,1,1,0,0,1,210.0,repeat
218,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,295,218,1736,3,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
219,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,296,219,1744,3,0.0,0,1,1,1,1,0,1,1,0,0,1,1210.0,skip
220,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,297,220,1752,3,0.0,0,1,1,1,1,0,1,1,0,0,1,1160.0,skip
221,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,298,221,1759,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1170.0,skip
222,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,299,222,1766,4,0.0,0,1,1,1,0,1,0,1,0,0,1,240.0,repeat
223,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,3,223,1774,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
224,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,30,224,1784,1,0.0,1,1,1,1,1,0,1,1,0,0,1,200.0,no-action
225,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,300,225,1791,4,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
226,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,301,226,1798,4,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
227,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,302,227,1805,3,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
228,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,303,228,1813,3,0.0,0,1,1,1,1,0,1,1,0,0,1,180.0,insert
229,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,304,229,1821,3,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
230,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,305,230,1829,4,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
231,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,306,231,1839,4,0.0,1,1,1,1,1,0,1,1,0,0,1,250.0,shorten
232,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,307,232,1847,4,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
233,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,308,233,1855,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
234,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,309,234,1863,4,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
235,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,31,235,1871,1,0.0,0,1,1,1,1,0,1,1,0,0,1,4050.0,skip
236,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,310,236,1878,4,0.0,0,1,1,1,0,1,0,1,0,0,1,4040.0,skip
237,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,311,237,1886,4,0.0,0,1,1,1,1,0,1,1,0,0,1,4090.0,skip
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,312,238,1896,4,20.0,0,1,1,1,1,0,1,1,1,1,1,260.0,skip
239,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,313,239,1904,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
240,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,314,240,1911,4,0.0,0,1,1,1,0,1,0,1,0,0,1,180.0,insert
241,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,315,241,1918,0,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
242,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,316,242,1925,0,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
243,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,317,243,1932,0,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
244,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,318,244,1942,4,0.0,1,1,1,1,1,0,1,1,0,0,1,200.0,no-action
245,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,319,245,1950,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
246,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,32,246,1958,1,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
247,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,320,247,1966,4,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
248,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,321,248,1974,0,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
249,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,322,249,1981,0,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
250,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,323,250,1989,0,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,324,251,1999,0,20.0,0,1,1,1,1,0,1,1,1,1,1,1170.0,skip
252,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,325,252,2007,0,0.0,0,1,1,1,1,0,1,1,0,0,1,1120.0,skip
253,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,326,253,2014,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1170.0,skip
254,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,327,254,2022,0,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
255,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,328,255,2030,0,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
256,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,329,256,2038,0,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
257,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,33,257,2046,2,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
258,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,330,258,2056,0,0.0,1,1,1,1,1,0,1,1,0,0,1,240.0,repeat
259,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,331,259,2063,1,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
260,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,332,260,2070,1,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
261,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,333,261,2077,1,0.0,0,1,1,1,0,1,0,1,0,0,1,250.0,shorten
262,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,334,262,2084,0,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
263,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,335,263,2092,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Inserted_Activity_resource,336,264,2102,0,20.0,0,1,1,1,1,0,1,1,1,1,1,180.0,insert
265,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,337,265,2110,1,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
266,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,338,266,2117,1,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
267,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,339,267,2125,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1210.0,skip
268,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,34,268,2132,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1160.0,skip
269,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,340,269,2140,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1170.0,skip
270,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,341,270,2148,1,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
271,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,342,271,2158,1,0.0,1,1,1,1,1,0,1,1,0,0,1,210.0,repeat
272,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,343,272,2166,1,0.0,0,1,1,1,1,0,1,1,0,0,1,200.0,no-action
273,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,344,273,2174,1,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
274,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,345,274,2182,1,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
275,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,346,275,2189,1,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
276,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,347,276,2196,2,0.0,0,1,1,1,0,1,0,1,0,0,1,180.0,insert
277,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,348,277,2203,2,0.0,0,1,1,1,0,1,0,1,0,0,1,210.0,repeat
278,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,349,278,2210,2,0.0,0,1,1,1,0,1,0,1,0,0,1,260.0,skip
279,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,35,279,2218,2,0.0,0,1,1,1,1,0,1,1,0,0,1,250.0,shorten
280,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,350,280,2225,1,0.0,0,1,1,1,0,1,0,1,0,0,1,200.0,no-action
281,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,351,281,2233,1,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
282,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,352,282,2241,1,0.0,0,1,1,1,1,0,1,1,0,0,1,240.0,repeat
283,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,353,283,2249,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1170.0,skip
284,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,354,284,2259,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1160.0,skip
285,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,355,285,2267,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1210.0,skip
286,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,356,286,2275,2,0.0,0,1,1,1,1,0,1,1,0,0,1,260.0,skip
287,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,,357,287,2283,2,0.0,0,1,1,1,1,0,1,1,0,0,1,210.0,repeat
288,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,,358,288,2290,2,0.0,0,1,1,1,0,1,0,1,0,0,1,180.0,insert
