trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:adaptation_action@extend,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@repeat,event:adaptation_action@shorten,event:adaptation_action@skip,event:resource,event:trace_id,event:@@case_index,event:@@index,event:start_weekday,event:duration,succession:concept:name@A#A,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@I#I,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
135,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,22,135,1133,1,0.0,0,1,1,1,0,1,0,1,0,0,1,244.6641042,shorten
136,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,220,136,1140,4,0.0,0,1,1,1,0,1,0,1,0,0,1,199.65157583333334,extend
137,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,221,137,1147,4,0.0,0,1,1,1,0,1,0,1,0,0,1,207.93862201666667,repeat
138,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,222,138,1157,3,0.0,1,1,1,1,1,0,1,1,0,0,1,256.33433571666666,repeat
139,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,223,139,1167,3,0.0,1,1,1,1,1,0,1,1,0,0,1,1170.37121685,skip
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,224,140,1177,3,20.0,0,1,1,1,1,0,1,1,1,1,1,1049.7981659,skip
141,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,225,141,1184,4,0.0,0,1,1,1,0,1,0,1,0,0,1,1184.9209785166668,skip
142,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,226,142,1191,4,0.0,0,1,1,1,0,1,0,1,0,0,1,260.5765836333333,skip
143,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,227,143,1201,4,0.0,1,1,1,1,1,0,1,1,0,0,1,202.03491521666666,repeat
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,228,144,1211,4,20.0,0,1,1,1,1,0,1,1,1,1,1,172.71201786666666,insert
145,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,229,145,1219,4,0.0,0,1,1,1,1,0,1,1,0,0,1,252.46221658333334,repeat
146,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,23,146,1229,1,0.0,1,1,1,1,1,0,1,1,0,0,1,267.7200671666667,skip
147,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,230,147,1236,4,0.0,0,1,1,1,0,1,0,1,0,0,1,266.6173584333333,skip
148,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,231,148,1244,4,0.0,0,1,1,1,1,0,1,1,0,0,1,197.04847698333333,no-action
149,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,232,149,1252,4,0.0,0,1,1,1,1,0,1,1,0,0,1,234.81562091666666,repeat
150,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,233,150,1262,4,0.0,1,1,1,1,1,0,1,1,0,0,1,256.32971396666665,repeat
151,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,234,151,1272,4,0.0,1,1,1,1,1,0,1,1,0,0,1,208.323891,repeat
152,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,235,152,1279,0,0.0,0,1,1,1,0,1,0,1,0,0,1,213.72819441666667,insert
153,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,236,153,1286,0,0.0,0,1,1,1,0,1,0,1,0,0,1,245.38413085,shorten
154,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,237,154,1293,0,0.0,0,1,1,1,0,1,0,1,0,0,1,266.2404881333333,skip
155,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,238,155,1301,4,0.0,0,1,1,1,1,0,1,1,0,0,1,3824.1639890166666,skip
156,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,239,156,1309,4,0.0,0,1,1,1,1,0,1,1,0,0,1,4190.252223533334,skip
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,24,157,1319,1,20.0,0,1,1,1,1,0,1,1,1,1,1,3913.2432933833334,skip
158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,240,158,1329,4,20.0,0,1,1,1,1,0,1,1,1,1,1,262.88505103333335,skip
159,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,241,159,1339,0,0.0,1,1,1,1,1,0,1,1,0,0,1,252.57830535,skip
160,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,242,160,1346,0,0.0,0,1,1,1,0,1,0,1,0,0,1,198.91770788333332,no-action
161,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,243,161,1354,0,0.0,0,1,1,1,1,0,1,1,0,0,1,214.00548741666665,repeat
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,244,162,1364,0,20.0,0,1,1,1,1,0,1,1,1,1,1,259.1536866166667,repeat
163,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,245,163,1372,0,0.0,0,1,1,1,1,0,1,1,0,0,1,217.2563388,repeat
164,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,246,164,1384,0,0.0,1,1,1,1,1,0,1,1,0,0,1,200.86455893333334,extend
165,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,247,165,1392,0,0.0,0,1,1,1,1,0,1,1,0,0,1,248.30785393333332,shorten
166,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,248,166,1400,0,0.0,0,1,1,1,1,0,1,1,0,0,1,257.0083594833333,skip
167,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,249,167,1408,0,0.0,0,1,1,1,1,0,1,1,0,0,1,245.25790248333334,repeat
168,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,25,168,1418,1,0.0,1,1,1,1,1,0,1,1,0,0,1,179.11117281666668,insert
169,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,250,169,1425,0,0.0,0,1,1,1,0,1,0,1,0,0,1,241.68070271666667,repeat
170,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,251,170,1432,1,0.0,0,1,1,1,0,1,0,1,0,0,1,264.1871641833333,skip
171,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,252,171,1439,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1188.8860326166666,skip
172,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,253,172,1446,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1308.6500432,skip
173,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,254,173,1453,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1059.1598224666666,skip
174,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,255,174,1461,0,0.0,0,1,1,1,1,0,1,1,0,0,1,241.10473173333332,repeat
175,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,256,175,1469,0,0.0,0,1,1,1,1,0,1,1,0,0,1,213.81333011666666,repeat
176,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,257,176,1479,1,0.0,1,1,1,1,1,0,1,1,0,0,1,199.68325443333333,extend
177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,258,177,1491,1,0.0,1,1,1,1,1,0,1,1,0,0,1,246.25082528333334,shorten
178,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,259,178,1501,1,0.0,1,1,1,1,1,0,1,1,0,0,1,259.469765,skip
179,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,26,179,1508,1,0.0,0,1,1,1,0,1,0,1,0,0,1,249.1955309,repeat
180,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,260,180,1516,1,0.0,0,1,1,1,1,0,1,1,0,0,1,183.57158865,insert
181,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,261,181,1524,1,0.0,0,1,1,1,1,0,1,1,0,0,1,255.40283956666667,repeat
182,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,262,182,1531,1,0.0,0,1,1,1,0,1,0,1,0,0,1,247.34492035,no-action
183,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,263,183,1539,1,0.0,0,1,1,1,1,0,1,1,0,0,1,254.13256983333332,skip
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,264,184,1549,1,20.0,0,1,1,1,1,0,1,1,1,1,1,204.69431696666666,extend
185,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,265,185,1557,1,0.0,0,1,1,1,1,0,1,1,0,0,1,259.5197121,repeat
186,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,266,186,1564,1,0.0,0,1,1,1,0,1,0,1,0,0,1,241.5487203,repeat
187,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,267,187,1571,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1109.30603445,skip
188,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,268,188,1578,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1189.0155864833334,skip
189,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,269,189,1585,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1279.7554933666668,skip
190,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,27,190,1592,2,0.0,0,1,1,1,0,1,0,1,0,0,1,262.6645154166667,skip
191,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,270,191,1604,1,0.0,1,1,1,1,1,0,1,1,0,0,1,209.76407941666668,repeat
192,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,271,192,1614,1,0.0,1,1,1,1,1,0,1,1,0,0,1,176.65942688333334,insert
193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,272,193,1624,1,20.0,0,1,1,1,1,0,1,1,1,1,1,240.7175298,repeat
194,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,273,194,1632,2,0.0,0,1,1,1,1,0,1,1,0,0,1,265.95620565,skip
195,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,274,195,1639,2,0.0,0,1,1,1,0,1,0,1,0,0,1,247.54886698333334,shorten
196,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,275,196,1647,2,0.0,0,1,1,1,1,0,1,1,0,0,1,199.5314619,no-action
197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,276,197,1657,2,20.0,0,1,1,1,1,0,1,1,1,1,1,244.05369616666667,repeat
198,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,277,198,1667,2,0.0,1,1,1,1,1,0,1,1,0,0,1,258.0798685666667,repeat
199,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,278,199,1675,2,0.0,0,1,1,1,1,0,1,1,0,0,1,257.22322886666666,repeat
200,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,279,200,1682,2,0.0,0,1,1,1,0,1,0,1,0,0,1,199.1904806,repeat
201,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,28,201,1689,2,0.0,0,1,1,1,0,1,0,1,0,0,1,244.93003331666668,shorten
202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,280,202,1699,2,20.0,0,1,1,1,1,0,1,1,1,1,1,257.36502303333333,skip
203,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,281,203,1707,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1112.2999314166666,skip
204,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,282,204,1717,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1140.2443642,skip
205,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,283,205,1724,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1243.8055938166667,skip
206,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,284,206,1731,3,0.0,0,1,1,1,0,1,0,1,0,0,1,268.71170863333333,skip
207,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,285,207,1738,3,0.0,0,1,1,1,0,1,0,1,0,0,1,253.28416393333333,skip
208,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,286,208,1745,2,0.0,0,1,1,1,0,1,0,1,0,0,1,198.23339976666668,extend
209,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,287,209,1753,2,0.0,0,1,1,1,1,0,1,1,0,0,1,210.91062285,repeat
210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,288,210,1763,2,20.0,0,1,1,1,1,0,1,1,1,1,1,240.3181564,repeat
211,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,289,211,1771,3,0.0,0,1,1,1,1,0,1,1,0,0,1,220.22658773333333,repeat
212,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,29,212,1778,2,0.0,0,1,1,1,0,1,0,1,0,0,1,209.91992821666668,insert
213,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,290,213,1785,3,0.0,0,1,1,1,0,1,0,1,0,0,1,249.550885,shorten
214,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,291,214,1793,3,0.0,0,1,1,1,1,0,1,1,0,0,1,254.78931175,skip
215,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,292,215,1801,3,0.0,0,1,1,1,1,0,1,1,0,0,1,239.03427521666666,repeat
216,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,293,216,1809,3,0.0,0,1,1,1,1,0,1,1,0,0,1,177.10688311666667,insert
217,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,294,217,1821,3,0.0,1,1,1,1,1,0,1,1,0,0,1,241.35371646666667,repeat
218,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,295,218,1829,3,0.0,0,1,1,1,1,0,1,1,0,0,1,259.96314036666666,skip
219,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,296,219,1837,3,0.0,0,1,1,1,1,0,1,1,0,0,1,1175.2092279833332,skip
220,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,297,220,1844,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1200.5806450333334,skip
221,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,298,221,1851,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1177.78034195,skip
222,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,299,222,1858,4,0.0,0,1,1,1,0,1,0,1,0,0,1,249.07369191666666,repeat
223,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,3,223,1865,0,0.0,0,1,1,1,0,1,0,1,0,0,1,245.94082098333334,repeat
224,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,30,224,1877,1,0.0,1,1,1,1,1,0,1,1,0,0,1,213.70931571666668,insert
225,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,300,225,1884,4,0.0,0,1,1,1,0,1,0,1,0,0,1,253.35149041666668,skip
226,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,301,226,1891,4,0.0,0,1,1,1,0,1,0,1,0,0,1,267.0320424166667,skip
227,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,302,227,1898,3,0.0,0,1,1,1,0,1,0,1,0,0,1,242.14586105,repeat
228,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,303,228,1906,3,0.0,0,1,1,1,1,0,1,1,0,0,1,183.79010741666667,insert
229,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,304,229,1914,3,0.0,0,1,1,1,1,0,1,1,0,0,1,210.16542245,repeat
230,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,305,230,1924,4,0.0,1,1,1,1,1,0,1,1,0,0,1,257.0122506833333,skip
231,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,306,231,1934,4,0.0,1,1,1,1,1,0,1,1,0,0,1,244.92401131666668,shorten
232,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,307,232,1942,4,0.0,0,1,1,1,1,0,1,1,0,0,1,200.72995513333333,extend
233,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,308,233,1950,4,0.0,0,1,1,1,1,0,1,1,0,0,1,247.7043585,repeat
234,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,309,234,1957,4,0.0,0,1,1,1,0,1,0,1,0,0,1,236.42181068333332,repeat
235,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,31,235,1967,1,0.0,1,1,1,1,1,0,1,1,0,0,1,4119.243289883333,skip
236,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,310,236,1974,4,0.0,0,1,1,1,0,1,0,1,0,0,1,4049.4248022666666,skip
237,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,311,237,1982,4,0.0,0,1,1,1,1,0,1,1,0,0,1,3694.366084266667,skip
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,312,238,1992,4,20.0,0,1,1,1,1,0,1,1,1,1,1,242.56778633333334,no-action
239,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,313,239,2000,4,0.0,0,1,1,1,1,0,1,1,0,0,1,211.9828066,repeat
240,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,314,240,2007,4,0.0,0,1,1,1,0,1,0,1,0,0,1,171.28549321666668,insert
241,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,315,241,2014,0,0.0,0,1,1,1,0,1,0,1,0,0,1,246.70826751666667,repeat
242,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,316,242,2021,0,0.0,0,1,1,1,0,1,0,1,0,0,1,255.82468693333334,skip
243,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,317,243,2028,0,0.0,0,1,1,1,0,1,0,1,0,0,1,249.14531725,shorten
244,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,318,244,2040,4,0.0,1,1,1,1,1,0,1,1,0,0,1,214.59834743333334,insert
245,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,319,245,2048,4,0.0,0,1,1,1,1,0,1,1,0,0,1,211.7725402,repeat
246,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,32,246,2056,1,0.0,0,1,1,1,1,0,1,1,0,0,1,250.86925395,repeat
247,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,320,247,2064,4,0.0,0,1,1,1,1,0,1,1,0,0,1,217.70321978333334,repeat
248,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,321,248,2071,0,0.0,0,1,1,1,0,1,0,1,0,0,1,208.39849676666665,extend
249,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,322,249,2078,0,0.0,0,1,1,1,0,1,0,1,0,0,1,247.41789708333334,shorten
250,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,323,250,2088,0,0.0,1,1,1,1,1,0,1,1,0,0,1,257.6293929,skip
251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,324,251,2098,0,20.0,0,1,1,1,1,0,1,1,1,1,1,1221.2319017,skip
252,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,325,252,2106,0,0.0,0,1,1,1,1,0,1,1,0,0,1,1095.09709325,skip
253,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,326,253,2113,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1181.4535501,skip
254,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,327,254,2121,0,0.0,0,1,1,1,1,0,1,1,0,0,1,260.84660845,skip
255,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,328,255,2129,0,0.0,0,1,1,1,1,0,1,1,0,0,1,249.93216755,shorten
256,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,329,256,2137,0,0.0,0,1,1,1,1,0,1,1,0,0,1,209.38886615,extend
257,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,33,257,2145,2,0.0,0,1,1,1,1,0,1,1,0,0,1,239.4710878,repeat
258,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,330,258,2155,0,0.0,1,1,1,1,1,0,1,1,0,0,1,256.0739469833333,repeat
259,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,331,259,2162,1,0.0,0,1,1,1,0,1,0,1,0,0,1,247.10006041666668,repeat
260,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,332,260,2169,1,0.0,0,1,1,1,0,1,0,1,0,0,1,204.15796011666666,extend
261,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,333,261,2176,1,0.0,0,1,1,1,0,1,0,1,0,0,1,242.67391256666667,shorten
262,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,334,262,2183,0,0.0,0,1,1,1,0,1,0,1,0,0,1,267.46235115,skip
263,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,335,263,2191,0,0.0,0,1,1,1,1,0,1,1,0,0,1,205.35418758333333,repeat
264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,336,264,2201,0,20.0,0,1,1,1,1,0,1,1,1,1,1,180.20786091666668,insert
265,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,337,265,2211,1,0.0,1,1,1,1,1,0,1,1,0,0,1,197.55110158333332,repeat
266,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,338,266,2218,1,0.0,0,1,1,1,0,1,0,1,0,0,1,258.44534308333334,skip
267,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,339,267,2225,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1231.8030931333333,skip
268,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,34,268,2233,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1249.6510581,skip
269,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,340,269,2241,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1174.57340105,skip
270,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,341,270,2249,1,0.0,0,1,1,1,1,0,1,1,0,0,1,255.21579236666668,repeat
271,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,342,271,2259,1,0.0,1,1,1,1,1,0,1,1,0,0,1,244.77719471666666,repeat
272,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,343,272,2267,1,0.0,0,1,1,1,1,0,1,1,0,0,1,211.23428223333335,insert
